CountyFIPS,CountyName,AssessmentYear,TaxYear,CensusTract,TractNum,EffectiveTaxRate,TotalTaxesPaid,TaxesPaidPerHouse,WhatTheyWouldPayPerHouse,TotalPropertyTaxSavings,TaxSavingsPerHouse,AvgAssessedValue,AvgMarketValue,HosuingUnits
37,Los Angeles County,2017,2017,6037920322,920322,1.50%,4370786,4595.99,5674.71,1025866,1079,304400,567500,951
37,Los Angeles County,2017,2017,6037920326,920326,1.50%,11321056,7360.89,6714.50,-994154,-646,481100,671500,1538
37,Los Angeles County,2017,2017,6037920328,920328,1.40%,2682745,6342.19,7781.37,608773,1439,449800,778100,423
37,Los Angeles County,2017,2017,6037920329,920329,1.50%,8941831,4886.25,5270.17,702578,384,332400,527000,1830
37,Los Angeles County,2017,2017,6037920330,920330,1.60%,9436005,5181.77,5336.35,281486,155,332200,533600,1821
37,Los Angeles County,2017,2017,6037920331,920331,1.50%,6678983,5098.46,5616.46,678576,518,346800,561600,1310
37,Los Angeles County,2017,2017,6037920332,920332,1.40%,2158360,4248.74,5328.23,548383,1079,301300,532800,508
37,Los Angeles County,2017,2017,6037920334,920334,1.40%,8344564,4760.16,5780.19,1788115,1020,330600,578000,1753
37,Los Angeles County,2017,2017,6037920336,920336,1.50%,3959258,4180.84,5077.48,849114,897,278700,507700,947
37,Los Angeles County,2017,2017,6037920337,920337,1.60%,4136195,3484.58,4214.36,866248,730,216400,421400,1187
37,Los Angeles County,2017,2017,6037920338,920338,1.60%,15861909,9012.45,7788.83,-2153575,-1224,563300,778900,1760
37,Los Angeles County,2017,2017,6037930101,930101,1.30%,101634,3387.79,10708.63,219625,7321,271000,1070900,30
37,Los Angeles County,2017,2017,6037930200,930200,1.30%,587494,3718.31,6053.16,368905,2335,297500,605300,158
37,Los Angeles County,2017,2017,6037930301,930301,1.20%,537613,2661.45,3842.83,238638,1181,220000,384300,202
37,Los Angeles County,2017,2017,6037980010,980010,1.30%,115304,3294.40,7592.00,150416,4298,261500,759200,35
37,Los Angeles County,2017,2017,6037980024,980024,1.30%,407523,5906.12,7781.33,129390,1875,472500,778100,69
39,Madera County,2018,2017,6039000103,000103,1.10%,3969712,2127.39,3040.63,1704097,913,202600,304100,1866
39,Madera County,2018,2017,6039000104,000104,1.10%,3587321,2289.29,3086.12,1248622,797,216000,308600,1567
39,Madera County,2018,2017,6039000106,000106,1.00%,4045423,2104.80,2803.65,1343195,699,208400,280400,1922
39,Madera County,2018,2017,6039000108,000108,1.10%,6136708,2360.27,2982.24,1617107,622,224800,298200,2600
39,Madera County,2018,2017,6039000109,000109,1.00%,1830373,2145.81,3304.07,987997,1158,206300,330400,853
39,Madera County,2018,2017,6039000503,000503,1.10%,6246503,2315.23,2758.54,1196043,443,204900,275900,2698
39,Madera County,2018,2017,6039000507,000507,1.10%,4683039,1739.61,2591.17,2292390,852,156700,259100,2692
39,Madera County,2018,2017,6039000508,000508,1.10%,3166824,1835.84,2757.89,1590530,922,162500,275800,1725
39,Madera County,2018,2017,6039000509,000509,1.10%,4804894,2528.89,3158.49,1196239,630,221800,315800,1900
39,Madera County,2018,2017,6039001000,001000,1.20%,3450655,2466.52,3287.98,1149233,821,205500,328800,1399
41,Marin County,2018,2017,6041101200,101200,1.40%,7656392,6879.06,8469.42,1770076,1590,494900,846900,1113
41,Marin County,2018,2017,6041102100,102100,1.40%,7109162,7344.18,9766.39,2344700,2422,536100,976600,968
41,Marin County,2018,2017,6041102202,102202,1.40%,13002314,6361.21,8611.41,4599405,2250,444800,861100,2044
41,Marin County,2018,2017,6041102203,102203,1.40%,9768643,6422.51,7526.47,1679121,1104,452300,752600,1521
41,Marin County,2018,2017,6041103100,103100,1.40%,20560997,7196.71,9348.76,6148413,2152,525300,934900,2857
41,Marin County,2018,2017,6041103200,103200,1.40%,13395629,6375.83,8604.67,4682783,2229,452200,860500,2101
41,Marin County,2018,2017,6041104101,104101,1.40%,21780573,7829.11,9129.25,3616998,1300,551300,912900,2782
41,Marin County,2018,2017,6041104102,104102,1.50%,7254386,4665.20,5946.58,1992549,1281,311000,594700,1555
41,Marin County,2018,2017,6041104200,104200,1.40%,14909215,6908.81,10068.68,6818993,3160,500600,1006900,2158
41,Marin County,2018,2017,6041105000,105000,1.60%,20420190,9112.09,7741.20,-3072157,-1371,587900,774100,2241
41,Marin County,2018,2017,6041106001,106001,1.50%,8183406,6505.09,6694.05,237709,189,442500,669400,1258
41,Marin County,2018,2017,6041106002,106002,1.50%,12921105,7026.16,8046.90,1877138,1021,468400,804700,1839
41,Marin County,2018,2017,6041107000,107000,1.60%,19970916,8345.56,11662.72,7937966,3317,535000,1166300,2393
41,Marin County,2018,2017,6041108100,108100,1.50%,19108131,7092.85,11236.99,11164324,4144,485800,1123700,2694
41,Marin County,2018,2017,6041108200,108200,1.40%,13359997,7426.35,10045.97,4712705,2620,519300,1004600,1799
41,Marin County,2018,2017,6041112100,112100,1.50%,11110640,8057.03,11185.57,4314263,3129,537100,1118600,1379
41,Marin County,2018,2017,6041112201,112201,1.80%,1401856,5350.59,4873.00,-125131,-478,290800,487300,262
41,Marin County,2018,2017,6041112202,112202,1.60%,5370710,5677.28,5944.91,253175,268,352600,594500,946
41,Marin County,2018,2017,6041113000,113000,1.30%,8637036,5421.87,9343.89,6247781,3922,410700,934400,1593
41,Marin County,2018,2017,6041114100,114100,1.70%,17941088,8613.10,9261.06,1349705,648,495000,926100,2083
41,Marin County,2018,2017,6041114200,114200,1.70%,8953212,8206.43,10162.68,2134273,1956,482700,1016300,1091
41,Marin County,2018,2017,6041119201,119201,1.60%,7131589,7968.26,8734.42,685717,766,504300,873400,895
41,Marin County,2018,2017,6041129000,129000,1.60%,2152122,5945.09,8939.56,1083999,2994,373900,894000,362
41,Marin County,2018,2017,6041132200,132200,1.20%,4933456,5770.12,11105.48,4561731,5335,476900,1110500,855
45,Mendocino County,2018,2017,6045010300,010300,1.30%,4354821,2699.83,4179.32,2386421,1479,214300,417900,1613
45,Mendocino County,2018,2017,6045010400,010400,1.30%,2469584,2064.87,3452.40,1659489,1388,163900,345200,1196
45,Mendocino County,2018,2017,6045010500,010500,1.30%,2963059,2057.68,3254.06,1722793,1196,164600,325400,1440
45,Mendocino County,2018,2017,6045010600,010600,1.30%,5751572,2069.66,2887.95,2274042,818,164300,288800,2779
45,Mendocino County,2018,2017,6045010801,010801,1.30%,5967037,3025.88,4374.34,2659159,1348,231000,437400,1972
45,Mendocino County,2018,2017,6045010802,010802,1.20%,1429580,2230.23,4399.31,1390376,2169,190600,439900,641
45,Mendocino County,2018,2017,6045010900,010900,1.30%,4971454,3259.97,4290.92,1572197,1031,243300,429100,1525
45,Mendocino County,2018,2017,6045011001,011001,1.30%,2496732,3120.92,4698.72,1262246,1578,236400,469900,800
45,Mendocino County,2018,2017,6045011002,011002,1.30%,9270475,3686.07,5460.96,4463836,1775,292500,546100,2515
45,Mendocino County,2018,2017,6045011102,011102,1.40%,6267388,3501.33,4125.24,1116785,624,244800,412500,1790
45,Mendocino County,2018,2017,6045011200,011200,1.30%,2092418,2000.40,4288.14,2392976,2288,158800,428800,1046
45,Mendocino County,2018,2017,6045011300,011300,1.40%,4155330,2541.49,3784.29,2031985,1243,186900,378400,1635
45,Mendocino County,2018,2017,6045011400,011400,1.30%,3769794,2283.34,3711.27,2357516,1428,181200,371100,1651
45,Mendocino County,2018,2017,6045011500,011500,1.30%,3867775,2087.30,3228.40,2114457,1141,164400,322800,1853
45,Mendocino County,2018,2017,6045011600,011600,1.30%,2733855,1951.36,3062.82,1557149,1111,154900,306300,1401
45,Mendocino County,2018,2017,6045011700,011700,1.40%,4455425,3173.38,4673.53,2106217,1500,235100,467400,1404
45,Mendocino County,2018,2017,6045011800,011800,1.40%,1808563,2463.98,4915.62,1799502,2452,178500,491600,734
47,Merced County,2018,2018,6047000201,000201,1.10%,2094407,2426.89,3927.87,1295342,1501,212900,392800,863
47,Merced County,2018,2018,6047000202,000202,1.20%,912907,2189.22,4145.77,815878,1957,190400,414600,417
47,Merced County,2018,2018,6047000303,000303,1.10%,1554362,2736.55,4966.33,1266512,2230,255800,496600,568
47,Merced County,2018,2018,6047000401,000401,1.10%,882684,2057.54,5006.81,1265239,2949,187000,500700,429
47,Merced County,2018,2018,6047000402,000402,1.10%,5967069,2184.14,3176.98,2712451,993,208000,317700,2732
47,Merced County,2018,2018,6047000503,000503,1.10%,1316959,2398.83,5286.34,1585241,2888,224200,528600,549
47,Merced County,2018,2018,6047000603,000603,1.10%,3392080,2028.76,2769.61,1238702,741,187800,277000,1672
47,Merced County,2018,2018,6047000702,000702,1.10%,6256669,3744.27,5109.65,2281560,1365,340400,511000,1671
47,Merced County,2018,2018,6047000902,000902,1.10%,4421064,1771.97,2631.69,2145015,860,156800,263200,2495
47,Merced County,2018,2018,6047001002,001002,1.30%,10989243,2795.53,2965.34,667492,170,218400,296500,3931
47,Merced County,2018,2018,6047001004,001004,1.10%,1583039,1918.83,2662.27,613336,743,182700,266200,825
47,Merced County,2018,2018,6047001200,001200,1.10%,3220443,1741.72,2942.15,2219600,1200,164300,294200,1849
47,Merced County,2018,2018,6047001801,001801,1.10%,3233412,2910.36,4044.64,1260179,1134,264600,404500,1111
47,Merced County,2018,2018,6047002000,002000,1.20%,4064857,1770.41,2701.36,2137475,931,153900,270100,2296
47,Merced County,2018,2017,6047002000,002000,1.20%,5674283,2471.38,2701.36,528049,230,214900,270100,2296
47,Merced County,2018,2018,6047002100,002100,1.20%,2551789,2835.32,3636.32,720896,801,236300,363600,900
47,Merced County,2018,2018,6047002202,002202,1.20%,5528956,2118.37,2879.40,1986265,761,179500,287900,2610
47,Merced County,2018,2018,6047002301,002301,1.20%,6098512,2757.01,3421.57,1469998,665,235600,342200,2212
47,Merced County,2018,2018,6047002302,002302,1.20%,9309686,2520.90,3023.48,1856036,503,203300,302300,3693
47,Merced County,2018,2018,6047002401,002401,1.10%,1019530,2034.99,4790.39,1380454,2755,190200,479000,501
47,Merced County,2018,2018,6047002500,002500,1.10%,1801429,2591.98,5196.14,1809886,2604,244500,519600,695
47,Merced County,2018,2018,6047002600,002600,1.20%,3912193,2431.44,3263.37,1338572,832,211400,326300,1609
53,Monterey County,2018,2017,6053000101,000101,1.20%,1598452,2949.17,4346.02,757089,1397,252100,434600,542
53,Monterey County,2018,2017,6053000102,000102,1.20%,8101862,3793.01,4899.85,2364224,1107,327000,490000,2136
53,Monterey County,2018,2017,6053000103,000103,1.20%,2387657,3612.19,4777.24,770098,1165,306100,477700,661
53,Monterey County,2018,2017,6053000104,000104,1.20%,3358352,3458.65,4523.63,1034092,1065,293100,452400,971
53,Monterey County,2018,2017,6053000200,000200,1.10%,3340323,2316.45,3972.82,2388480,1656,205000,397300,1442
53,Monterey County,2018,2017,6053000300,000300,1.10%,3162129,2531.73,4048.71,1894713,1517,224000,404900,1249
53,Monterey County,2018,2017,6053000400,000400,1.10%,2251786,1874.93,4006.07,2559502,2131,165900,400600,1201
53,Monterey County,2018,2017,6053000501,000501,1.10%,1102520,1846.77,3631.22,1065317,1784,163400,363100,597
53,Monterey County,2018,2017,6053000502,000502,1.10%,1941874,2292.65,3908.27,1368428,1616,202900,390800,847
53,Monterey County,2018,2017,6053000600,000600,1.30%,2803550,2373.88,3703.65,1570465,1330,178500,370400,1181
53,Monterey County,2018,2017,6053000701,000701,1.30%,2184973,2285.54,3716.20,1367716,1431,171800,371600,956
53,Monterey County,2018,2017,6053000702,000702,1.30%,966911,2233.05,3546.22,568602,1313,166600,354600,433
53,Monterey County,2018,2017,6053000800,000800,1.30%,2488968,2414.13,3644.02,1268014,1230,180200,364400,1031
53,Monterey County,2018,2017,6053000900,000900,1.10%,1443987,1975.36,3793.72,1329221,1818,174800,379400,731
53,Monterey County,2018,2017,6053001200,001200,1.10%,3447671,3621.50,5292.52,1590810,1671,323300,529300,952
53,Monterey County,2018,2017,6053001300,001300,1.10%,581830,2077.97,3980.34,532666,1902,183900,398000,280
53,Monterey County,2018,2017,6053001400,001400,1.10%,2610056,2962.61,4928.35,1731821,1966,264500,492800,881
53,Monterey County,2018,2017,6053001500,001500,1.10%,4984550,3238.82,5290.05,3156841,2051,289200,529000,1539
53,Monterey County,2018,2017,6053001600,001600,1.10%,2807898,3527.51,5242.03,1364755,1715,315000,524200,796
53,Monterey County,2018,2017,6053001700,001700,1.10%,2685709,2630.47,4277.10,1681213,1647,232800,427700,1021
53,Monterey County,2018,2017,6053001801,001801,1.10%,2770691,2868.21,4341.56,1423255,1473,256100,434200,966
53,Monterey County,2018,2017,6053001802,001802,1.10%,2207057,2621.21,4164.65,1299575,1543,234000,416500,842
53,Monterey County,2018,2017,6053010101,010101,1.20%,1938309,2612.28,5146.18,1880153,2534,221400,514600,742
53,Monterey County,2018,2017,6053010102,010102,1.10%,4141072,4476.83,6780.42,2130812,2304,418400,678000,925
53,Monterey County,2018,2017,6053010202,010202,1.10%,4549376,3848.88,6363.28,2972022,2514,363100,636300,1182
53,Monterey County,2018,2017,6053010305,010305,1.10%,5858068,3976.96,6109.18,3140756,2132,378800,610900,1473
53,Monterey County,2018,2017,6053010400,010400,1.10%,2626176,2183.02,4525.84,2818410,2343,200300,452600,1203
53,Monterey County,2018,2017,6053010501,010501,1.10%,8294044,4138.74,6433.82,4599336,2295,390400,643400,2004
53,Monterey County,2018,2017,6053010504,010504,1.10%,2168749,2083.33,3751.58,1736645,1668,184400,375200,1041
53,Monterey County,2018,2017,6053010505,010505,1.20%,2504596,2131.57,4246.40,2484928,2115,182200,424600,1175
53,Monterey County,2018,2017,6053010506,010506,1.20%,1341105,2416.41,4158.91,967091,1743,206500,415900,555
53,Monterey County,2018,2017,6053010603,010603,1.40%,8252739,5029.09,5124.92,157249,96,364400,512500,1641
53,Monterey County,2018,2017,6053010604,010604,1.40%,5022462,4231.22,4620.96,462614,390,302200,462100,1187
53,Monterey County,2018,2017,6053010605,010605,1.70%,3856156,4862.74,4393.91,-371783,-469,287700,439400,793
53,Monterey County,2018,2017,6053010606,010606,1.40%,6996800,5336.99,5343.90,9059,7,375800,534400,1311
53,Monterey County,2018,2017,6053010607,010607,1.30%,1142296,2076.90,3737.51,913334,1661,155000,373800,550
53,Monterey County,2018,2017,6053010701,010701,1.10%,14304979,5955.44,7653.69,4079184,1698,522400,765400,2402
53,Monterey County,2018,2017,6053011102,011102,1.20%,8692507,3209.94,3833.52,1688658,624,258900,383400,2708
53,Monterey County,2018,2017,6053011202,011202,1.30%,3569884,2680.09,3237.42,742365,557,204600,323700,1332
53,Monterey County,2018,2017,6053011204,011204,1.30%,1898993,2682.19,3113.78,305561,432,211200,311400,708
53,Monterey County,2018,2017,6053011302,011302,1.10%,1731648,1723.03,2887.70,1170493,1165,152500,288800,1005
53,Monterey County,2018,2017,6053011303,011303,1.10%,3038810,2742.61,3770.76,1139189,1028,240600,377100,1108
53,Monterey County,2018,2017,6053011304,011304,1.10%,2796239,2170.99,2968.34,1026988,797,192100,296800,1288
53,Monterey County,2018,2017,6053012000,012000,1.10%,5580470,4489.52,7906.44,4247240,3417,411900,790600,1243
53,Monterey County,2018,2017,6053012100,012100,1.10%,3804711,5148.46,9075.30,2901939,3927,476700,907500,739
53,Monterey County,2018,2017,6053012200,012200,1.10%,5224282,4792.92,9244.44,4852157,4452,439700,924400,1090
53,Monterey County,2018,2017,6053012302,012302,1.10%,4359952,4860.59,9188.75,3882358,4328,445900,918900,897
53,Monterey County,2018,2017,6053012401,012401,1.10%,3385341,5045.22,10521.10,3674319,5476,462900,1052100,671
53,Monterey County,2018,2017,6053012502,012502,1.10%,7597148,4026.05,8004.02,7506441,3978,379800,800400,1887
53,Monterey County,2018,2017,6053012600,012600,1.10%,339078,5060.86,8407.97,224256,3347,473000,840800,67
53,Monterey County,2018,2017,6053012700,012700,1.10%,4491022,3651.24,8380.73,5817276,4729,341200,838100,1230
53,Monterey County,2018,2017,6053012800,012800,1.10%,9951744,4852.14,8858.08,8216174,4006,462100,885800,2051
53,Monterey County,2018,2017,6053013000,013000,1.10%,2743655,3008.39,7017.09,3655930,4009,286500,701700,912
53,Monterey County,2018,2017,6053013300,013300,1.10%,4924633,3403.34,6217.27,4071760,2814,321100,621700,1447
53,Monterey County,2018,2017,6053013400,013400,1.10%,2149903,3512.91,6529.79,1846330,3017,331400,653000,612
53,Monterey County,2018,2017,6053013500,013500,1.10%,4165961,2701.66,5432.74,4211329,2731,254900,543300,1542
53,Monterey County,2018,2017,6053013600,013600,1.10%,3083575,2818.62,5559.70,2998732,2741,263400,556000,1094
53,Monterey County,2018,2017,6053013700,013700,1.10%,2329193,2418.68,4789.35,2282953,2371,226000,478900,963
53,Monterey County,2018,2017,6053013800,013800,1.10%,4054040,2514.91,5009.75,4021678,2495,237300,501000,1612
53,Monterey County,2018,2017,6053013900,013900,1.10%,2218096,2829.20,5500.37,2094192,2671,264400,550000,784
53,Monterey County,2018,2017,6053014000,014000,1.10%,1997498,2541.35,5067.48,1985540,2526,237500,506700,786
53,Monterey County,2018,2017,6053014105,014105,1.80%,9338599,10117.66,6660.74,-3190736,-3457,574900,666100,923
53,Monterey County,2018,2017,6053014201,014201,1.10%,4961670,3027.25,5408.09,3902186,2381,282900,540800,1639
53,Monterey County,2018,2017,6053014202,014202,1.10%,2833148,2893.92,5426.38,2479277,2532,270500,542600,979
53,Monterey County,2018,2017,6053014301,014301,1.10%,3768698,3416.77,5758.34,2582751,2342,319300,575800,1103
53,Monterey County,2018,2017,6053014302,014302,1.10%,4502173,3559.03,5695.37,2702464,2136,329500,569500,1265
53,Monterey County,2018,2017,6053014500,014500,1.10%,3837659,3700.73,5541.21,1908573,1840,330400,554100,1037
53,Monterey County,2018,2017,6053014601,014601,1.10%,3776261,3292.29,5542.48,2580960,2250,302000,554200,1147
53,Monterey County,2018,2017,6053014700,014700,1.10%,6351226,3534.35,5924.68,4295432,2390,330300,592500,1797
53,Monterey County,2018,2017,6053014800,014800,1.20%,3736556,3090.62,4206.39,1348974,1116,253300,420600,1209
55,Napa County,2018,2018,6055200201,200201,1.40%,5302055,4704.57,6230.80,1720059,1526,336000,623100,1127
55,Napa County,2018,2018,6055200202,200202,1.40%,5347536,5593.66,7978.04,2279467,2384,402400,797800,956
55,Napa County,2018,2018,6055200203,200203,1.50%,2688687,3959.77,5820.06,1263133,1860,273100,582000,679
55,Napa County,2018,2018,6055200301,200301,1.40%,6238240,4430.57,5409.68,1378594,979,316500,541000,1408
55,Napa County,2018,2018,6055200302,200302,1.40%,4516028,4882.19,6406.29,1409793,1524,359000,640600,925
55,Napa County,2018,2018,6055200400,200400,1.30%,8022084,5487.06,8472.55,4364781,2985,412600,847300,1462
55,Napa County,2018,2018,6055200501,200501,1.40%,6099822,4253.71,5489.48,1772096,1236,297500,548900,1434
55,Napa County,2018,2018,6055200503,200503,1.40%,2743447,4721.94,6590.58,1085679,1869,332500,659100,581
55,Napa County,2018,2018,6055200504,200504,1.40%,7432379,4266.58,5791.86,2657038,1525,304800,579200,1742
55,Napa County,2018,2018,6055200505,200505,1.40%,2781910,4590.61,6055.32,887614,1465,325600,605500,606
55,Napa County,2018,2018,6055200601,200601,1.40%,6845460,4512.50,6059.62,2346988,1547,327000,606000,1517
55,Napa County,2018,2018,6055200602,200602,1.30%,7951333,5560.37,6843.95,1835510,1284,421200,684400,1430
55,Napa County,2018,2018,6055200703,200703,1.30%,6650331,6345.74,7954.43,1685914,1609,491900,795400,1048
55,Napa County,2018,2018,6055200704,200704,1.40%,5399916,3843.36,5488.93,2312030,1646,272600,548900,1405
55,Napa County,2018,2018,6055200705,200705,1.30%,3989234,5420.15,7047.68,1197862,1628,404500,704800,736
55,Napa County,2018,2018,6055200706,200706,1.30%,6467340,5764.12,7193.09,1603307,1429,440000,719300,1122
55,Napa County,2018,2018,6055200707,200707,1.40%,4103779,4920.60,6831.19,1593434,1911,364500,683100,834
55,Napa County,2018,2018,6055200802,200802,1.40%,7599722,5063.11,6602.10,2310024,1539,366900,660200,1501
55,Napa County,2018,2018,6055200803,200803,1.30%,4166829,5653.77,8515.52,2109109,2862,428300,851600,737
55,Napa County,2018,2018,6055200804,200804,1.50%,5213533,3726.61,4933.96,1689079,1207,253500,493400,1399
55,Napa County,2018,2018,6055201003,201003,1.40%,9029607,7893.01,6856.04,-1186299,-1037,563800,685600,1144
55,Napa County,2018,2018,6055201004,201004,1.30%,10812330,5993.53,6161.85,303650,168,479500,616200,1804
55,Napa County,2018,2018,6055201006,201006,1.20%,3363925,3688.51,5112.45,1298632,1424,318000,511200,912
55,Napa County,2018,2018,6055201007,201007,1.20%,3830852,3597.04,5183.21,1689268,1586,310100,518300,1065
55,Napa County,2018,2018,6055201101,201101,1.30%,5038525,6345.75,8035.47,1341640,1690,491900,803500,794
55,Napa County,2018,2018,6055201200,201200,1.30%,12220313,6584.22,9324.58,5086103,2740,526700,932500,1856
55,Napa County,2018,2018,6055201300,201300,1.10%,7880106,6161.15,9363.84,4096241,3203,545200,936400,1279
55,Napa County,2018,2018,6055201700,201700,1.10%,9884266,6071.42,10813.73,7720493,4742,567400,1081400,1628
55,Napa County,2018,2018,6055201800,201800,1.50%,2735924,3758.14,4580.29,598529,822,244000,458000,728
55,Napa County,2018,2018,6055202000,202000,1.10%,7808244,4534.40,7167.90,4534873,2633,419900,716800,1722
57,Nevada County,2017,2017,6057000102,000102,1.10%,8509377,3099.96,3719.40,1700387,619,274300,371900,2745
57,Nevada County,2017,2017,6057000103,000103,1.30%,12811218,4376.91,4427.56,148241,51,331600,442800,2927
57,Nevada County,2017,2017,6057000104,000104,1.10%,4256280,2798.34,3531.33,1114871,733,245500,353100,1521
57,Nevada County,2017,2017,6057000105,000105,1.10%,3218013,3015.94,4279.21,1347899,1263,274200,427900,1067
57,Nevada County,2017,2017,6057000300,000300,1.10%,3157436,3309.68,4139.18,791344,830,292900,413900,954
57,Nevada County,2017,2017,6057000402,000402,1.10%,7095995,3135.66,4052.81,2075506,917,275100,405300,2263
57,Nevada County,2017,2017,6057000501,000501,1.10%,5035311,2298.18,3242.71,2069468,945,208900,324300,2191
57,Nevada County,2017,2017,6057000502,000502,1.10%,4194819,2276.08,3254.47,1803170,978,205100,325400,1843
57,Nevada County,2017,2017,6057000600,000600,1.10%,4727985,2204.19,3230.93,2202367,1027,198600,323100,2145
57,Nevada County,2017,2017,6057000701,000701,1.10%,10085506,3270.27,4288.51,3140251,1018,294600,428900,3084
57,Nevada County,2017,2017,6057000702,000702,1.10%,4851406,3082.21,4038.64,1505418,956,280200,403900,1574
57,Nevada County,2017,2017,6057000801,000801,1.10%,7680667,3562.46,4605.70,2249215,1043,315300,460600,2156
57,Nevada County,2017,2017,6057000802,000802,1.10%,8994491,3298.31,4132.94,2276024,835,299800,413300,2727
57,Nevada County,2017,2017,6057000900,000900,1.20%,3662273,2498.14,3766.02,1858707,1268,209900,376600,1466
57,Nevada County,2017,2017,6057001203,001203,1.30%,6218351,6037.23,6649.82,630968,613,475400,665000,1030
57,Nevada County,2017,2017,6057001204,001204,1.30%,6031726,5102.98,5472.39,436634,369,380800,547200,1182
57,Nevada County,2017,2017,6057001205,001205,1.30%,8937705,5121.89,5318.85,343688,197,385100,531900,1745
57,Nevada County,2017,2017,6057001206,001206,1.30%,8477705,4567.73,4935.74,683031,368,354100,493600,1856
59,Orange County,2017,2017,6059001101,001101,1.20%,4925379,4007.63,6095.14,2565542,2088,342500,609500,1229
59,Orange County,2017,2017,6059001102,001102,1.20%,2762444,3717.96,5491.34,1317620,1773,315100,549100,743
59,Orange County,2017,2017,6059001103,001103,1.20%,2655005,3386.49,5337.75,1529788,1951,277600,533800,784
59,Orange County,2017,2017,6059001201,001201,1.20%,2736168,3261.23,4598.97,1122365,1338,263000,459900,839
59,Orange County,2017,2017,6059001202,001202,1.20%,2880907,3674.63,5042.67,1072546,1368,301200,504300,784
59,Orange County,2017,2017,6059001301,001301,1.20%,5409110,3126.65,5307.97,3773683,2181,256300,530800,1730
59,Orange County,2017,2017,6059001303,001303,1.30%,3546830,2876.59,4250.90,1694529,1374,230100,425100,1233
59,Orange County,2017,2017,6059001304,001304,1.30%,2310132,2598.57,4597.94,1777441,1999,203000,459800,889
59,Orange County,2017,2017,6059001401,001401,1.20%,4049387,4140.48,6340.20,2151329,2200,345000,634000,978
59,Orange County,2017,2017,6059001402,001402,1.20%,4620724,3828.27,5868.72,2462824,2040,313800,586900,1207
59,Orange County,2017,2017,6059001403,001403,1.30%,4190514,3883.70,6493.13,2815574,2609,310700,649300,1079
59,Orange County,2017,2017,6059001404,001404,1.30%,2752945,3055.43,4622.22,1411674,1567,244400,462200,901
59,Orange County,2017,2017,6059001501,001501,1.20%,12285571,5367.22,7361.42,4564730,1994,451000,736100,2289
59,Orange County,2017,2017,6059001503,001503,1.20%,6114041,4317.83,6876.03,3622420,2558,353900,687600,1416
59,Orange County,2017,2017,6059001504,001504,1.20%,4593685,3707.57,5839.78,2641799,2132,301400,584000,1239
59,Orange County,2017,2017,6059001505,001505,1.20%,9560174,4446.59,6663.91,4767231,2217,370500,666400,2150
59,Orange County,2017,2017,6059001506,001506,1.30%,6443557,5497.92,7068.24,1840426,1570,436300,706800,1172
59,Orange County,2017,2017,6059001507,001507,1.20%,3869711,3920.68,5826.74,1881286,1906,321400,582700,987
59,Orange County,2017,2017,6059001601,001601,1.20%,12446309,5553.91,7936.58,5339570,2383,478800,793700,2241
59,Orange County,2017,2017,6059001602,001602,1.20%,9498264,5657.10,8263.16,4375589,2606,487700,826300,1679
59,Orange County,2017,2017,6059001705,001705,1.20%,4739524,4655.72,7363.59,2756611,2708,391200,736400,1018
59,Orange County,2017,2017,6059001707,001707,1.20%,13147747,5809.88,7687.50,4249070,1878,500900,768800,2263
59,Orange County,2017,2017,6059001708,001708,1.20%,5897192,4889.88,7704.08,3393923,2814,414400,770400,1206
59,Orange County,2017,2017,6059001801,001801,1.20%,2684821,3223.07,5280.14,1713538,2057,259900,528000,833
59,Orange County,2017,2017,6059001802,001802,1.20%,4513004,3279.80,5001.89,2369595,1722,266700,500200,1376
59,Orange County,2017,2017,6059001901,001901,1.20%,2547574,3347.67,5142.54,1365901,1795,274400,514300,761
59,Orange County,2017,2017,6059001902,001902,1.20%,2398147,3435.74,5282.85,1289285,1847,281600,528300,698
59,Orange County,2017,2017,6059001903,001903,1.20%,2647887,3530.52,5176.87,1234768,1646,291800,517700,750
59,Orange County,2017,2017,6059011000,011000,1.20%,6588840,3714.11,5747.80,3607752,2034,307000,574800,1774
59,Orange County,2017,2017,6059011101,011101,1.20%,3049918,3784.02,5326.33,1243108,1542,315300,532600,806
59,Orange County,2017,2017,6059011102,011102,1.20%,3761255,3515.19,5175.30,1776313,1660,290500,517500,1070
59,Orange County,2017,2017,6059011200,011200,1.20%,4226986,3650.25,5831.86,2526308,2182,296800,583200,1158
59,Orange County,2017,2017,6059011300,011300,1.20%,6231919,4721.15,7114.48,3159193,2393,400100,711400,1320
59,Orange County,2017,2017,6059011401,011401,1.20%,2756203,4474.36,7312.76,1748459,2838,376000,731300,616
59,Orange County,2017,2017,6059011402,011402,1.20%,3608619,4550.59,6623.43,1643762,2073,385600,662300,793
59,Orange County,2017,2017,6059011403,011403,1.20%,5048283,3687.57,5530.19,2522544,1843,302300,553000,1369
59,Orange County,2017,2017,6059011502,011502,1.20%,2520136,3130.60,5478.11,1889746,2348,254500,547800,805
59,Orange County,2017,2017,6059011503,011503,1.20%,2013788,3857.83,6447.43,1351770,2590,318800,644700,522
59,Orange County,2017,2017,6059011504,011504,1.20%,1333383,3174.72,3143.28,-13205,-31,258100,314300,420
59,Orange County,2017,2017,6059011601,011601,1.20%,3410923,3523.68,5073.16,1499892,1549,286500,507300,968
