Date,Strong El Niño years,Median year,2015-2016
2/8/16,88.45,53.52,35.65
2/9/16,88.59,54.53,35.65
2/10/16,88.59,55.55,35.65
2/11/16,97.08,56.62,35.65
2/12/16,99.77,57.4,35.65
2/13/16,102.32,58.27,35.65
2/14/16,102.6,58.99,35.65
2/15/16,103.59,59.52,35.65
2/16/16,103.66,60.08,35.65
2/17/16,103.66,60.77,36.55
2/18/16,103.66,61.34,38.86
2/19/16,103.66,62.32,38.86
2/20/16,103.66,63.17,38.86
2/21/16,103.71,64.05,38.86
2/22/16,103.74,64.82,38.86
2/23/16,103.74,65.72,38.86
2/24/16,104.23,66.34,38.86
2/25/16,104.26,66.97,38.86
2/26/16,104.27,67.52,38.86
2/27/16,106.75,68.21,38.86
2/28/16,111.92,69.48,38.86
3/1/16,112.14,70.77,38.86
3/2/16,112.51,71.7,38.92
3/3/16,112.55,72.25,38.97
3/4/16,112.55,72.93,38.97
3/5/16,112.56,73.63,39.49
3/6/16,113.58,74.29,43.29
3/7/16,115.16,74.8,45.88
3/8/16,118.56,75.45,46.23
3/9/16,119.45,75.6,46.23
3/10/16,119.46,75.92,46.23
3/11/16,122.81,76.44,48.68
3/12/16,123.87,76.7,49.58
3/13/16,123.98,77.07,49.6
3/14/16,123.99,77.44,49.75
3/15/16,123.99,78.06,49.75
3/16/16,123.99,78.73,49.75
3/17/16,123.99,79.24,49.75
3/18/16,124.1,79.64,49.75
3/19/16,124.37,80.07,49.77
3/20/16,130.2,80.69,49.77
3/21/16,130.94,81.23,49.77
3/22/16,132.47,81.64,49.79
3/23/16,132.47,82.03,49.79
3/24/16,132.47,82.33,49.79
3/25/16,132.47,83.02,49.83
3/26/16,132.65,83.41,49.85
3/27/16,132.87,83.87,49.89
3/28/16,133.31,84.33,50.02
3/29/16,133.36,84.53,50.05
3/30/16,133.36,84.76,50.33
3/31/16,134.13,85.11,50.33
4/1/16,142.59,85.71,50.43
4/2/16,144.34,85.98,50.43
4/3/16,151.11,86.26,50.43
4/4/16,152.05,86.55,50.43
4/5/16,152.17,86.76,50.43
4/6/16,156.04,87.08,50.49
4/7/16,162.3,87.41,50.77
4/8/16,162.37,87.66,51.49
4/9/16,162.37,87.89,52.49
4/10/16,162.37,88.07,52.91
4/11/16,162.37,88.37,52.96
4/12/16,162.37,88.67,52.96
4/13/16,162.37,88.86,52.96
4/14/16,162.37,89.13,52.96
4/15/16,162.37,89.33,52.98
4/16/16,162.37,89.45,52.98
4/17/16,162.37,89.69,52.98
4/18/16,162.37,89.99,52.98
4/19/16,162.37,90.15,52.98
4/20/16,162.37,90.96,
4/21/16,162.37,91.18,
4/22/16,162.37,91.35,
4/23/16,162.37,91.41,
4/24/16,162.37,91.45,
4/25/16,162.37,91.64,
4/26/16,162.37,91.9,
4/27/16,162.37,92.12,
4/28/16,162.37,92.38,
4/29/16,162.37,92.6,
4/30/16,162.58,92.75,
5/1/16,162.88,92.85,
5/2/16,162.89,92.92,
5/3/16,162.89,93.01,
5/4/16,162.89,93.1,
5/5/16,162.89,93.21,
5/6/16,162.89,93.34,
5/7/16,162.89,93.46,
5/8/16,162.89,93.65,
5/9/16,162.89,93.86,
5/10/16,162.89,93.92,
5/11/16,163.45,93.97,
5/12/16,163.71,94.06,
5/13/16,163.71,94.15,
5/14/16,163.71,94.22,
5/15/16,163.71,94.3,
5/16/16,163.71,94.35,
5/17/16,163.71,94.39,
5/18/16,163.71,94.45,
5/19/16,163.71,94.53,
5/20/16,163.71,94.55,
5/21/16,163.71,94.58,
5/22/16,163.94,94.63,
5/23/16,164,94.68,
5/24/16,164,94.71,
5/25/16,164,94.72,
5/26/16,164,94.75,
5/27/16,164,94.78,
5/28/16,164,94.87,
5/29/16,164,94.89,
5/30/16,164,94.9,
5/31/16,164,94.91,
6/1/16,164,94.92,
6/2/16,164,94.97,
6/3/16,164,94.98,
6/4/16,164,94.99,
6/5/16,164,95.09,
6/6/16,164,95.13,
6/7/16,164,95.14,
6/8/16,164,95.15,
6/9/16,164,95.17,
6/10/16,164,95.21,
6/11/16,164,95.23,
6/12/16,164,95.25,
6/13/16,164,95.26,
6/14/16,164,95.26,
6/15/16,164,95.27,
6/16/16,164.06,95.32,
6/17/16,164.06,95.34,
6/18/16,164.06,95.34,
6/19/16,164.06,95.35,
6/20/16,164.06,95.36,
6/21/16,164.06,95.36,
6/22/16,164.06,95.36,
6/23/16,164.06,95.37,
6/24/16,164.06,95.37,
6/25/16,164.06,95.37,
6/26/16,164.06,95.37,
6/27/16,164.06,95.37,
6/28/16,164.06,95.37,
6/29/16,164.06,95.38,
6/30/16,164.06,95.38,
7/1/16,164.06,95.38,
7/2/16,164.06,95.38,
7/3/16,164.06,95.38,
7/4/16,164.06,95.38,
7/5/16,164.06,95.38,
7/6/16,164.06,95.39,
7/7/16,164.06,95.39,
7/8/16,164.06,95.41,
7/9/16,164.06,95.42,
7/10/16,164.06,95.42,
7/11/16,164.06,95.44,
7/12/16,164.06,95.47,
7/13/16,164.06,95.49,
7/14/16,164.06,95.5,
7/15/16,164.09,95.5,
7/16/16,164.09,95.51,
7/17/16,164.09,95.52,
7/18/16,164.09,95.54,
7/19/16,164.09,95.58,
7/20/16,164.09,95.63,
7/21/16,164.09,95.63,
7/22/16,164.09,95.64,
7/23/16,164.09,95.66,
7/24/16,164.09,95.66,
7/25/16,164.09,95.67,
7/26/16,164.09,95.68,
7/27/16,164.09,95.68,
7/28/16,164.09,95.69,
7/29/16,164.09,95.69,
7/30/16,164.09,95.72,
7/31/16,164.09,95.75,
8/1/16,164.09,95.75,
8/2/16,164.09,95.76,
8/3/16,164.09,95.77,
8/4/16,164.09,95.78,
8/5/16,164.09,95.79,
8/6/16,164.09,95.79,
8/7/16,164.09,95.82,
8/8/16,164.09,95.83,
8/9/16,164.09,95.84,
8/10/16,164.09,95.88,
8/11/16,164.09,95.89,
8/12/16,164.09,95.92,
8/13/16,164.15,95.92,
8/14/16,164.15,95.94,
8/15/16,164.84,95.99,
8/16/16,164.84,96,
8/17/16,164.84,96.2,
8/18/16,164.84,96.29,
8/19/16,164.84,96.34,
8/20/16,164.84,96.35,
8/21/16,164.84,96.35,
8/22/16,164.84,96.35,
8/23/16,164.84,96.36,
8/24/16,164.84,96.36,
8/25/16,164.84,96.37,
8/26/16,164.84,96.38,
8/27/16,164.84,96.38,
8/28/16,164.84,96.38,
8/29/16,164.84,96.41,
8/30/16,164.84,96.42,
8/31/16,164.84,96.42,
9/1/16,164.84,96.43,
9/2/16,164.84,96.47,
9/3/16,164.84,96.49,
9/4/16,164.84,96.56,
9/5/16,164.91,96.65,
9/6/16,165.22,96.74,
9/7/16,165.94,96.77,
9/8/16,166.22,96.79,
9/9/16,166.22,96.8,
9/10/16,166.22,96.94,
9/11/16,166.22,97.08,
9/12/16,166.22,97.1,
9/13/16,166.22,97.1,
9/14/16,166.22,97.11,
9/15/16,166.22,97.22,
9/16/16,166.22,97.24,
9/17/16,166.22,97.32,
9/18/16,166.22,97.42,
9/19/16,166.22,97.57,
9/20/16,166.22,97.61,
9/21/16,166.22,97.63,
9/22/16,166.22,97.67,
9/23/16,167.24,97.71,
9/24/16,168.29,97.77,
9/25/16,168.29,97.87,
9/26/16,168.29,97.93,
9/27/16,168.29,97.95,
9/28/16,168.29,97.99,
9/29/16,168.29,98.04,
9/30/16,168.29,98.15,
